ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
166,.@cooImemegirl @TC_Stompa You have no respect for real equality so you lie and claim feminists want it.,Feminist Movement,AGAINST,∃x (lies(x) ∧ wants equality(is a feminist(x)) ∧ ¬is opposed(is a feminist(x))) → opposed,1,"Coolmemegirl and TC_Stompa, you show disrespect towards the true idea of equality and therefore spread falsehood by falsely attributing it to feminists.",
167,OH NO EQUALITY FOR ALL WHAT SHALL WE DO ?!?!? STOP FEMINIST ASAP,Feminist Movement,AGAINST,∃x (is feminist(x) ∧ is a movement(x) ∧ supports equality(x) → the sentence opposes(x)) → opposed,1,Oh no! Do we really want equality for all? What should we do? Stop the feminist movement as soon as possible.,
168,.@TheActualSarah The UK is considering abolishing prisons for women completely because crime is a man's fault.,Feminist Movement,AGAINST,∃x (is feminist movement(x) ∧ (bears belief that crime is solely a man's fault(x) ∧ opposes individual criminal responsibility(x))) → opposed,1,The tweet is suggesting that the UK is considering getting rid of women's prisons because certain people believe that men are responsible for all crime.,
169,@Vivvyyy what's so wrong with getting dick? How come when guys do it they're praised for it? YOU SEXIST,Feminist Movement,FAVOR,Not Refer → neutral,1,"What is the problem with women having sex? Why is it that men are celebrated for having sex, whereas women are criticized? This is an act of sexism.",
170,The moment you know you've won as a wife.  You put out and he gets up to make his own sandwich. #winning #yvrmoms #funny #joke,Feminist Movement,FAVOR,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"As a wife, the moment you feel victorious is when your husband gets up to make his own sandwich after you have had sex. This is considered as winning according to #yvrmoms, who find the situation #funny and a #joke.",
171,You don't have to be anti-men to be pro-women. ~ #SheQuotes #Quote #women #men,Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: The quote emphasizes that you can support women without being against men. 

Knowledge: Pro-feminism is support of feminism without implying membership in the feminist movement.

Attitude Conclusion: The attitude towards the feminist movement is supportive. While not implying membership, the sentence promotes supporting women, which aligns with the goals of feminism according to the knowledge provided.

First-order logic:
S(x): x supports/is supportive of 
W(x): x is about/related to women
M(x): x is about/related to men 
F(x): x is the feminist movement

Support: ∃x(S(x) ∧ W(x) ∧ ¬M(x)) ∧ F(x)

Therefore, the conclusion is that the attitude expressed in the sentence towards the feminist movement is Support.",0,You don't have to be against men to support women. This quote is from #SheQuotes and emphasizes that you can be both pro-women and not anti-men. #Quote #women #men,Pro-feminism is the support of feminism without implying that the supporter is a member of the feminist movement. The term is most often used in reference to men who are actively supportive of feminism.
172,@JahMMARastafari @Vosnic you're incredibly bigoted. From rape to homosexuality.  #mensrights,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The individuals JahMMARastafari and Vosnic are exhibiting extreme prejudice towards rape survivors and LGBTQ+ community members. They are using the hashtag 'mensrights' in their argument.

This implies that their argument is against feminist/women's rights movements by using the mensrights hashtag. Exhibiting prejudice towards rape survivors and LGBTQ+ also indicates an oppositional stance to feminist causes of equality and inclusion.

Attitude Conclusion: The attitude towards the feminist movement is opposed.

First-order logic: 
P(x): x exhibits prejudice
F(x): x is feminist movement
O(x): x is opposed

Opposed: ∃x∃y(P(x) ∧ H(y) ∧ O(x,F))

Where P(x) means x exhibits prejudice, H(y) means y uses hashtag 'mensrights', and O(x,F) means x is opposed to feminist movement.",0,"JahMMARastafari and Vosnic are exhibiting extreme prejudice, particularly towards rape survivors and members of the LGBTQ+ community. They are using the hashtag 'mensrights' in their argument.",
173,"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling",Feminist Movement,AGAINST,∀x (¬(criticizes(x) ∧ (mentions target(x) ∨ references target(x))) → ¬is feminist movement(x)) → neutral,1,"There are many women out there who are full of narcissism and self-loathing, and it's not related to the Wright Stuff or wolf whistling.",
174,@Demias20  Misogynist Patriarchy rapist neckbeard Harasser evil mansplain manspread woman hater born a rapist Etc Etc Etc,Feminist Movement,FAVOR," Simplified Sentence: The tweet used derogatory terms relating to misogyny and accused men of being born rapists and engaging in problematic behaviors.

Attitude Conclusion: Based on the negative portrayal of misogynistic attitudes and behaviors, the attitude towards the feminist movement target is supportive. 

First-order logic: 
T(x): x is the target
P(x): x promotes equality 
N(x): x is portrayed negatively
S(x): the sentence is supportive of x

Support: ∀x (T(x) ∧ P(x)) → (∃y (N(y) ∧ ¬x=y) → S(x))

In plain English, if the target promotes equality, and something else is portrayed negatively rather than the target, then the sentence is supportive of the target.

Therefore, the conclusion is that the attitude is Supportive of the feminist movement target.",0,"Demias20 tweeted several derogatory terms relating to the misogynist patriarchal system, such as rapist, neckbeard, harasser, and woman hater. The tweet also included the accusation that men are born rapists and often engage in undue mansplaining and manspreading behavior.",
175,".@brigadam @KlaraJoelsson Abortion is NOT suffering to women - why do you think it is? Do you hate abortion, feminist?",Feminist Movement,AGAINST,∀x (¬causes suffering(is abortion(x)) ∧ (¬hates(is abortion(x)) ∧ ¬hates(is feminist(x)))) → support,1,"Brigadam and KlaraJoelsson, why do you think abortion is suffering for women? Abortion is not to be hated, it should be supported by feminists.",
176,It is not a woman's place to be made to feel uncomfortable walking down the street. #PoppySmart,Feminist Movement,FAVOR,is about safety/comfort of women(x) → is feminist movement(x) → support,1,It is unacceptable for a woman to be harassed or feel uncomfortable while walking down the street. The hashtag #PoppySmart represents support for the feminist movement.,
177,.@brigadam @KlaraJoelsson The child could be seized for adoption to prolife couples or raised by mom alone - no $$.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is feminist movement(x)) → neutral,1,"If a woman decides to keep her child, without financial support, the child could be taken away for adoption to pro-life couples or raised solely by the mother.",
178,".@brigadam @KlaraJoelsson You just made the best case against feminist ""equality"" ever! Fuck feminism!",Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The arguments successfully argued against the concept of feminist equality, leading to a negative comment expressing frustration with feminism. 

Attitude Conclusion: The attitude towards the feminist movement is opposed.

First-order logic:
A(x): x is an argument 
S(x): x successfully argues
C(x): x is a concept
E(x): x is equality
F(x): x is feminism
N(x): x is a negative comment
O(x): x opposes x

Opposed: ∃x∃y(A(x) ∧ S(x) ∧ C(y) ∧ E(y) ∧ O(x,y) ∧ F(z) ∧ N(z))

The sentence indicates the arguments opposed the concept of feminist equality, leading to a negative comment about feminism. Therefore, the attitude towards the feminist movement target is opposed.",0,"Brigadam and Klara Joelsson, your arguments have successfully argued against the concept of feminist equality. This has led to frustration and therefore expressed as a negative comment, 'Fuck feminism!'.",
179,"So, I'm following @rgay's lead & embracing the term #badfeminist. I'm too far from perfect and still learning.",Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: The speaker is following Roxane Gay's lead in accepting the term ""#badfeminist"" and is aware of imperfections and more to learn about feminism.

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic: 
F(x): x is feminism
S(x): x supports feminism
L(x): x is learning about feminism

Support: S(Roxane Gay) ∧ L(speaker) ∧ S(speaker)

Therefore, the overall attitude expressed in the sentence towards the target ""Feminist Movement"" is Support.",0,"So, I am following Roxane Gay's lead and accepting the term #badfeminist. I am aware that I am not perfect and still have a lot to learn about feminism.",
